Table with column headers in rows 3 and 4											
State FIPS Code	County FIPS Code	Postal Code	Name	Poverty Percent, All Ages	Median Household Income	Image Found?	Headline Type	Headline	Sentiment Rating	Publisher	Date
38	067	ND	Pembina County	9.6	69,141	0544.jpg	Bad	VNL Investigates: A year after woman's death in Pembina County, family questions investigators	-0.5470	KVLY	06/23/2020, 07:00 AM, +0000 UTC
41	017	OR	Deschutes County	9.6	84,281	0547.jpg	Bad	Very tragic, just horrible:' Bend man arrested on murder charge in killing of his mother at her NE Bend apartment	-0.8060	KTVZ	03/21/2024, 07:00 AM, +0000 UTC
53	059	WA	Skamania County	9.6	82,132	0552.jpg	Bad	Missing and Murdered Woman Found in Abandoned Vehicle in Stevenson, WA	-0.5150	Columbia Community Connection	02/07/2024, 08:00 AM, +0000 UTC
55	101	WI	Racine County	9.6	72,331	0554.jpg	Bad	Horrific details emerge in 'barbaric' murder of 1999 Jane Doe	-0.9220	ABC News	11/08/2019, 08:00 AM, +0000 UTC
08	051	CO	Gunnison County	9.7	88,855	0556.jpg	Bad	‘Unnecessary deaths’: relatives mourn US family who died off the grid	-0.8670	The Guardian US	07/29/2023, 07:00 AM, +0000 UTC
12	069	FL	Lake County	9.7	67,637	0558.jpg	Bad	Orlando Man and Woman Plan Lake County Shooting to Murder Man	-0.6190	West Orlando News	03/16/2024, 07:00 AM, +0000 UTC
16	015	ID	Boise County	9.7	74,121	0559.jpg	Bad	Family of mall shooting victim files suit against mall parent company, City of Boise and Ada County	-0.5460	boisedev.com	07/07/2023, 07:00 AM, +0000 UTC
18	051	IN	Gibson County	9.7	66,247	0562.jpg	Bad	Death investigation underway after woman's body found in wooded area of Gibson County	-0.3190	WEVV	03/28/2023, 11:23 PM, +0000 UTC
19	093	IA	Ida County	9.7	67,696	0564.jpg	Bad	Denison Man Killed And Schleswig Resident Seriously Injured In Ida County Crash	-0.4690	1380 KCIM	05/01/2023, 07:00 AM, +0000 UTC
27	125	MN	Red Lake County	9.7	74,120	0567.jpg	Bad	Charges: Minnesota woman wanted twin to 'take the fall' for crash that killed two Amish kids	-0.7030	redlakenationnews.com	02/06/2024, 08:00 AM, +0000 UTC
32	013	NV	Humboldt County	9.7	80,255	0568.jpg	Bad	Man accused in series of violent crimes in Idaho takes his own life in Humboldt County	-0.4050	KOLO	02/22/2024, 08:00 AM, +0000 UTC
42	045	PA	Delaware County	9.7	83,856	0571.jpg	Bad	Fayette County: Fatal crash on Springfield Pike	-0.5190	WTAE Pittsburgh	09/25/2023, 07:00 AM, +0000 UTC
49	053	UT	Washington County	9.7	75,572	0575.jpg	Bad	Inmate dies at Purgatory Correctional Facility in Washington County	-0.4210	St. George News	09/08/2023, 07:00 AM, +0000 UTC
02	170	AK	Matanuska-Susitna Borough	9.8	86,313	0576.jpg	Bad	Tragic murder-suicide in Wasilla claims three lives, including 7-year-old	-0.8420	youralaskalink	11/22/2023, 08:00 AM, +0000 UTC
08	007	CO	Archuleta County	9.8	66,025	0578.jpg	Bad	Former deputy district attorney accused of sexual assault confessed an inappropriate act to a church leader	-0.7950	Colorado Springs Gazette	09/23/2023, 12:00 PM, +0000 UTC
09	000	CT	Connecticut	9.8	88,182	0579.jpg	Bad	Connecticut couple berate Puerto Rican landscapers, accuse them of being illegal immigrants	-0.8980	New York Post 	10/13/2023, 07:00 AM, +0000 UTC
19	135	IA	Monroe County	9.8	66,176	0581.jpg	Bad	La Crosse man arrested for drug overdose death in Monroe County	-0.4510	News8000.com - WKBT	02/14/2024, 08:00 AM, +0000 UTC
24	000	MD	Maryland	9.8	94,957	0583.jpg	Bad	Lawsuit claims ‘gang of white officers’ controls a Maryland prison	-0.7770	WTOP	01/17/2024, 08:00 AM, +0000 UTC
25	009	MA	Essex County	9.8	92,118	0584.jpg	Bad	Violent Machinegun-Wielding Drug Trafficker from North Shore Sentenced to 40 Years in Prison	-0.4670	Department of Justice	02/02/2024, 08:00 AM, +0000 UTC
26	005	MI	Allegan County	9.8	75,893	0585.jpg	Bad	Dunham’s knowingly sold gun meant for felon who used it in murder, lawsuit says	-0.6570	MLive.com	06/16/2023, 07:00 AM, +0000 UTC
26	099	MI	Macomb County	9.8	73,927	0586.jpg	Bad	Shocking details revealed about Michigan man allegedly murdering ex’s 2-year-old daughter	-0.7180	Law & Crime	07/09/2023, 07:00 AM, +0000 UTC
27	005	MN	Becker County	9.8	67,448	0587.jpg	Bad	Minnesota Hunter Shot in Hunting Accident	-0.3100	KROC-AM	11/06/2023, 08:00 AM, +0000 UTC
27	135	MN	Roseau County	9.8	71,794	0588.jpg	Bad	Charges: Northern Minnesota police officer raped, stalked teenager	-0.7970	Bring Me The News	04/04/2019, 07:00 AM, +0000 UTC
28	033	MS	DeSoto County	9.8	79,967	0589.jpg	Bad	Fears Rise Over Potential Arkabutla Dam Break: 'It Would Be Disastrous'	-0.9290	Newsweek	05/11/2023, 07:00 AM, +0000 UTC
29	051	MO	Cole County	9.8	70,837	0590.jpg	Bad	74-year-old woman seriously injured in Cole County crash	-0.5450	ABC17News.com	03/05/2024, 08:00 AM, +0000 UTC
39	109	OH	Miami County	9.8	72,887	0595.jpg	Bad	Venezuelan street gang members use women to lure murder victim to Miami-Dade hotel, records show	-0.6020	WPLG Local 10	01/17/2024, 08:00 AM, +0000 UTC
48	221	TX	Hood County	9.8	75,545	0598.jpg	Bad	Two suffer ‘serious’ injuries in Wednesday crash	-0.7450	Hood County News	12/30/2021, 08:00 AM, +0000 UTC
50	007	VT	Chittenden County	9.8	86,579	0599.jpg	Bad	Police: Woman raped in Vermont courthouse	-0.6950	USA TODAY	10/22/2015, 07:00 AM, +0000 UTC
55	009	WI	Brown County	9.8	72,398	0602.jpg	Bad	One dead after a single-vehicle crash in Brown County	-0.4250	WeAreGreenBay.com	03/12/2024, 07:00 AM, +0000 UTC
55	059	WI	Kenosha County	9.8	75,067	0603.jpg	Bad	Haiti neighborhood under siege: Gang repeatedly attacks Solino in Port-au-Prince.	-0.7870	Kenosha News	01/19/2024, 08:00 AM, +0000 UTC
19	183	IA	Washington County	9.9	70,539	0606.jpg	Bad	Two adults, three children injured in Washington County crash	-0.4490	kwwl.com	02/17/2024, 03:32 PM, +0000 UTC
20	119	KS	Meade County	9.9	68,038	0608.jpg	Bad	Plains man killed in crash involving swather, train in Meade County	-0.2180	KWCH	09/29/2023, 07:00 AM, +0000 UTC
26	019	MI	Benzie County	9.9	65,846	0609.jpg	Bad	Passenger killed, driver critically injured in crash caused by possible medical episode	-0.4560	9 & 10 News	02/08/2024, 08:00 AM, +0000 UTC
26	087	MI	Lapeer County	9.9	72,737	0610.jpg	Bad	Wrong way crash on I-69 leaves man dead, woman injured	-0.5140	MLive.com	03/14/2024, 07:00 AM, +0000 UTC
29	113	MO	Lincoln County	9.9	77,913	0612.jpg	Bad	Missouri family kidnaps young boy	-0.6400	Business Insider	02/06/2015, 08:00 AM, +0000 UTC
31	131	NE	Otoe County	9.9	70,433	0616.jpg	Bad	Nebraska City man charged with assaulting his father	-0.6540	newschannelnebraska.com	11/20/2023, 08:00 AM, +0000 UTC
33	019	NH	Sullivan County	9.9	74,700	0618.jpg	Bad	Newport, NH woman's death leads to major drug bust in Claremont	-0.2910	Newport Dispatch	01/24/2024, 08:00 AM, +0000 UTC
39	123	OH	Ottawa County	9.9	72,780	0620.jpg	Bad	Fatal crash in Northwest Ohio injures 2 Cleveland residents	-0.6620	cleveland.com	03/13/2024, 07:00 AM, +0000 UTC
48	209	TX	Hays County	9.9	89,074	0621.jpg	Bad	Hays County Jail Officers Are the Most Violent in the State, Data Shows	-0.7770	Austin Chronicle	09/01/2023, 07:00 AM, +0000 UTC
49	001	UT	Beaver County	9.9	66,394	0622.jpg	Bad	Beaver County lovers admit to conspiring to kill woman's husband	-0.6690	KSL.com	08/23/2023, 07:00 AM, +0000 UTC
51	810	VA	Virginia Beach city	9.9	83,066	0623.jpg	Bad	Inmate dies by suicide at Virginia Beach Correctional Center, sheriff's office says	-0.3030	The Virginian-Pilot	08/23/2023, 07:00 AM, +0000 UTC
55	097	WI	Portage County	9.9	71,360	0624.jpg	Bad	Our image has been tarnished': Three Portage police officials arrested	-0.8250	WKOW	09/12/2023, 07:30 PM, +0000 UTC
06	059	CA	Orange County	10.0	106,047	0625.jpg	Bad	Anaheim corruption report alleges a criminal conspiracy, secret lobbying and influence peddling	-0.9360	Los Angeles Times	07/31/2023, 07:00 AM, +0000 UTC
08	015	CO	Chaffee County	10.0	75,151	0627.jpg	Bad	It's been more than 3 years since Colorado mom Suzanne Morphew went missing, the mystery is still no closer to being solved	-0.8280	CBS Colardo	05/12/2023, 07:00 AM, +0000 UTC
10	000	DE	Delaware	10.0	81,933	0629.jpg	Bad	Fatal vehicle crash in Milton, Delaware - 47abc	-0.5590	WMDT	12/16/2023, 08:00 AM, +0000 UTC
12	009	FL	Brevard County	10.0	74,899	0630.jpg	Bad	‘A very dangerous person’: Sex offender tried to kidnap girl, exposed himself to kids, Polk County sheriff says	-0.7990	WFLA	03/08/2024, 08:00 AM, +0000 UTC
16	055	ID	Kootenai County	10.0	75,583	0632.jpg	Bad	Trial for former Idaho State Police trooper accused of killing his wife to start Monday in Kootenai County	-0.5330	KXLY Spokane	03/01/2024, 08:00 AM, +0000 UTC
17	083	IL	Jersey County	10.0	72,363	0633.jpg	Bad	3 Gloucester County officers injured at South Jersey Shooting Club in Winslow Township	-0.5180	CBS Philly	03/29/2024, 09:19 PM, +0000 UTC
20	059	KS	Franklin County	10.0	67,263	0634.jpg	Bad	Kansas Supreme Court rejects Kyle Flack’s murder, death penalty appeals	-0.4460	WDAF FOX4 Kansas City	01/19/2024, 08:00 AM, +0000 UTC
30	025	MT	Fallon County	10.0	65,637	0637.jpg	Bad	New details emerge in Fallon homicide of Isaac Carrier	-0.3560	Billings Gazette	03/25/2023, 07:00 AM, +0000 UTC
38	095	ND	Towner County	10.0	70,656	0642.jpg	Bad	North Dakota community shaken after farmer among 4 dead in suspected murder-suicide	-0.7990	ABC News	03/29/2024, 02:57 AM, +0000 UTC
39	097	OH	Madison County	10.0	78,533	0643.jpg	Bad	Multi-vehicle crash on I-70 in Madison County	-0.5920	10TV	12/11/2023, 08:00 AM, +0000 UTC
39	125	OH	Paulding County	10.0	66,332	0644.jpg	Bad	Absolute Devastation in Paulding Thanksgiving Day Fires	-0.8130	West Bend News	11/24/2023, 08:00 AM, +0000 UTC
42	047	PA	Elk County	10.0	57,570	0646.jpg	Bad	Rural EMS agencies fight the drug scourge as they lose workers	-0.8830	timesobserver.com	01/03/2024, 08:00 AM, +0000 UTC
45	013	SC	Beaufort County	10.0	83,687	0647.jpg	Bad	One dead, two injured in Saturday shootings in Beaufort County	-0.5830	WTOC	11/18/2023, 08:00 AM, +0000 UTC
47	127	TN	Moore County	10.0	68,086	0650.jpg	Bad	Tennessee volleyball loses 5-set heartbreaker to defending national champion Texas in Sweet 16	-0.8140	Knoxville News Sentinel	12/08/2023, 08:00 AM, +0000 UTC
48	251	TX	Johnson County	10.0	76,747	0651.jpg	Bad	Transport driver raped inmate en route to Ramsey County jail from Texas, lawsuit says	-0.6990	St. Paul Pioneer Press	04/14/2023, 07:00 AM, +0000 UTC
53	000	WA	Washington	10.0	91,255	0652.jpg	Bad	Bob Menendez isn't the only corrupt politician in Washington	-0.9390	The Bowdoin Orient	11/03/2023, 07:00 AM, +0000 UTC
55	127	WI	Walworth County	10.0	73,723	0653.jpg	Bad	Elkhorn Wisconsin shooting leaves young couple dead, community reeling	-0.8850	Milwaukee Journal Sentinel	02/02/2024, 08:00 AM, +0000 UTC
10	003	DE	New Castle County	10.1	85,427	0656.jpg	Bad	Mercedes Ferguson arrest: Mother accused of letting 4-year-old son starve to death in Wilmington, Delaware	-0.7550	WPVI-TV	03/12/2024, 07:00 AM, +0000 UTC
12	085	FL	Martin County	10.1	80,678	0658.jpg	Bad	Alleged gang member accused of attempting to sell crystal meth in Martin County	-0.4090	WPBF West Palm Beach	01/05/2024, 08:00 AM, +0000 UTC
18	007	IN	Benton County	10.1	62,248	0659.jpg	Bad	WA judicial commission claims Tri-Cities judge broke the law and public's trust	-0.8880	AOL	11/29/2023, 08:00 AM, +0000 UTC
18	043	IN	Floyd County	10.1	74,264	0660.jpg	Bad	Floyd County, Indiana teen killed in single-car crash	-0.4770	Courier Journal	05/09/2023, 07:00 AM, +0000 UTC
18	159	IN	Tipton County	10.1	65,025	0661.jpg	Bad	Woman dead, four injured after shooting at Covington event center, deputies say	-0.4670	FOX13 Memphis	09/25/2023, 07:00 AM, +0000 UTC
20	143	KS	Ottawa County	10.1	69,542	0665.jpg	Bad	Lawsuit claims teen was bullied, assaulted and harassed at Hudsonville middle school	-0.8500	MLive.com	03/23/2024, 01:20 PM, +0000 UTC
20	157	KS	Republic County	10.1	53,974	0666.jpg	Bad	CPD: Shooting in the 1600 block of Union Street being investigated as 'self-inflicted'	-0.2470	The Republic	03/08/2024, 08:00 AM, +0000 UTC
29	186	MO	Ste. Genevieve County	10.1	63,786	0669.jpg	Bad	5 people killed on Missouri roadways in less than 5 hours on Friday	-0.7710	First Alert 4	02/17/2024, 08:00 AM, +0000 UTC
32	001	NV	Churchill County	10.1	70,149	0670.jpg	Bad	Man accused of kidnapping and killing Nevada 18-year-old dies by suicide in jail while awaiting trial	-0.5660	CNN	08/07/2023, 07:00 AM, +0000 UTC
36	095	NY	Schoharie County	10.1	67,975	0671.jpg	Bad	Operator of Limo Service Is Convicted in 2018 Accident That Killed 20	-0.4950	The New York Times	05/17/2023, 07:00 AM, +0000 UTC
41	027	OR	Hood River County	10.1	75,818	0675.jpg	Bad	Columbia Gorge fire burning uncontrolled; homes threatened	-0.8250	Oregon Capital Chronicle	07/07/2023, 07:00 AM, +0000 UTC
45	045	SC	Greenville County	10.1	71,833	0676.jpg	Bad	Judge rules Upstate student charged in deadly school shooting will be tried as adult	-0.4510	WYFF4 Greenville	03/29/2024, 04:17 PM, +0000 UTC
48	039	TX	Brazoria County	10.1	86,197	0678.jpg	Bad	Brazoria County kidnapping suspect Patrick Kent Baugh accused of taking woman to his home after allegedly offering a ride	-0.6390	KTRK-TV	08/11/2023, 07:00 AM, +0000 UTC
48	453	TX	Travis County	10.1	95,151	0679.jpg	Bad	Prosecutors in Mike Ramos Murder Trial Want Defense to Stop Crying Corruption	-0.7990	Austin Chronicle	06/20/2023, 07:00 AM, +0000 UTC
49	041	UT	Sevier County	10.1	73,014	0680.jpg	Bad	22 people transported to hospital for carbon monoxide poisoning in Sevier County	-0.5100	KSLTV	01/02/2024, 08:00 AM, +0000 UTC
51	137	VA	Orange County	10.1	81,390	0681.jpg	Bad	Family of Riverside victims killed by ‘catfish’ cop to sue Virginia police agencies	-0.7440	The Press-Enterprise	05/19/2023, 07:00 AM, +0000 UTC
13	097	GA	Douglas County	10.2	79,242	0684.jpg	Bad	School Bus Savagery Shocks Nation: Teen Concussed in Douglas County, Little Girl Assaulted in Florida	-0.9300	Hoodline	02/20/2024, 08:00 AM, +0000 UTC
17	139	IL	Moultrie County	10.2	75,505	0685.jpg	Bad	Officials: Man killed 3, then self in rural Georgia town	-0.3580	The Associated Press	05/04/2023, 07:00 AM, +0000 UTC
20	113	KS	McPherson County	10.2	73,766	0689.jpg	Bad	Kansas elementary school student goes to hospital after being shot by arrow on playground	-0.4970	Wichita Eagle	09/26/2023, 07:00 AM, +0000 UTC
20	115	KS	Marion County	10.2	64,337	0690.jpg	Bad	Marion police chief resigns after the widely-condemned raid of the Marion County Record newspaper in Kansas	-0.7180	CNN	10/02/2023, 07:00 AM, +0000 UTC
20	151	KS	Pratt County	10.2	65,812	0691.jpg	Bad	1 injured in officer-involved shooting following chase, 1 in custody	-0.1110	KSN-TV	10/23/2023, 07:00 AM, +0000 UTC
26	105	MI	Mason County	10.2	64,014	0694.jpg	Bad	Man charged with murder after allegedly running over wife following roadside argument	-0.5170	wpde.com	09/18/2023, 07:00 AM, +0000 UTC
33	009	NH	Grafton County	10.2	81,205	0698.jpg	Bad	Dartmouth College alumnus charged with rape, assault after alleged frat house attack	-0.7740	Valley News	08/20/2023, 07:00 AM, +0000 UTC
39	089	OH	Licking County	10.2	76,596	0699.jpg	Bad	Mass casualty' crash kills 3, injures 15 on I-70 in Ohio	-0.6480	Courier Journal	11/14/2023, 08:00 AM, +0000 UTC
39	169	OH	Wayne County	10.2	70,121	0700.jpg	Bad	Inmate beaten to death inside Wayne County jail only hours after he got there	-0.8370	WXYZ 7 Action News Detroit	07/21/2023, 07:00 AM, +0000 UTC
42	007	PA	Beaver County	10.2	67,135	0701.jpg	Bad	Teen arrested after state police say he bit, cut people inside Beaver County home	-0.4850	WPXI Pittsburgh	01/07/2024, 08:00 AM, +0000 UTC
47	105	TN	Loudon County	10.2	79,683	0703.jpg	Bad	West Greene High teacher accused of statutory rape of 14-year-old student	-0.7180	WATE 6 On Your Side	08/10/2023, 07:00 AM, +0000 UTC
56	021	WY	Laramie County	10.2	71,956	0706.jpg	Bad	Wyoming Man Charged With Arson In Massive Laramie County Grass Fire	-0.3880	Cowboy State Daily	03/14/2024, 07:00 AM, +0000 UTC
06	051	CA	Mono County	10.3	79,105	0708.jpg	Bad	Santa Rosa climbing community reels after one of its own, Charles Barrett, is exposed as sexual predator	-0.9210	The Santa Rosa Press Democrat	03/01/2024, 08:00 AM, +0000 UTC
09	110	CT	Capitol Planning Region	10.3	84,551	0709.jpg	Bad	D.C.'s Chevy Chase neighborhood in uproar over affordable housing	-0.7810	The Washington Post	07/09/2023, 07:00 AM, +0000 UTC
13	015	GA	Bartow County	10.3	80,017	0711.jpg	Bad	13-year-old shoots self in Bartow County	-0.3330	Atlanta News First	02/28/2023, 08:00 AM, +0000 UTC
18	099	IN	Marshall County	10.3	70,938	0715.jpg	Bad	This is Major Trauma': New Accounts of Abuse at Federal Prison Prompt Calls for Investigations	-0.8380	The Marshall Project	07/06/2023, 07:00 AM, +0000 UTC
20	071	KS	Greeley County	10.3	72,300	0718.jpg	Bad	KCK police investigating after child killed in shooting near 31st, Greeley Avenue	-0.4990	WDAF FOX4 Kansas City	05/03/2023, 07:00 AM, +0000 UTC
27	017	MN	Carlton County	10.3	78,478	0722.jpg	Bad	Carlton man charged with attempted murder for railroad spike attack	-0.6060	Bring Me The News	02/29/2024, 08:00 AM, +0000 UTC
30	067	MT	Park County	10.3	68,594	0726.jpg	Bad	In Montana, Four Different Polls Say Citizens Seriously Unhappy About Sprawl	-0.8550	Mountain Journal	07/05/2023, 07:00 AM, +0000 UTC
32	031	NV	Washoe County	10.3	80,245	0727.jpg	Bad	Reno-Sparks gun violence has another peak year, data shows	-0.5550	Reno Gazette Journal	11/03/2023, 07:00 AM, +0000 UTC
35	043	NM	Sandoval County	10.3	82,862	0728.jpg	Bad	Harrowing moment dying woman, 82, begs New Mexico cops not to leave her alone with caretaker who 'KILLED her'	-0.8140	Daily Mail	11/18/2023, 08:00 AM, +0000 UTC
37	119	NC	Mecklenburg County	10.3	80,645	0729.jpg	Bad	CMPD: Suspect wanted for robbing multiple Starbucks locations at gunpoint	-0.4000	WBTV	01/03/2024, 08:00 AM, +0000 UTC
50	017	VT	Orange County	10.3	73,057	0732.jpg	Bad	Vermont woman seriously injured in Orlando crash involving three cars	-0.6000	WFTV Orlando	12/20/2023, 08:00 AM, +0000 UTC
55	025	WI	Dane County	10.3	85,189	0733.jpg	Bad	Minnesota man convicted for 2005 sexual assault of UW-Madison student	-0.7870	Daily Cardinal	03/04/2024, 08:00 AM, +0000 UTC
02	020	AK	Anchorage Borough	10.4	99,162	0735.jpg	Bad	Alaska governor candidate faces sexual harassment lawsuit	-0.7280	The Associated Press	10/22/2022, 07:00 AM, +0000 UTC
06	075	CA	San Francisco County	10.4	135,366	0736.jpg	Bad	California's Court Reporter Shortage Limits Access to Justice in Domestic Violence Cases	-0.8570	San Francisco Public Press	11/14/2023, 08:00 AM, +0000 UTC
19	073	IA	Greene County	10.4	63,562	0738.jpg	Bad	Iowa man accused of kidnapping son faces charges in Greene County	-0.5360	WHO TV 13 Des Moines News & Weather	01/31/2024, 08:00 AM, +0000 UTC
25	000	MA	Massachusetts	10.4	94,538	0739.jpg	Bad	Driver with suspended license causes Massachusetts school bus crash, police say	-0.3980	CBS Boston	03/28/2024, 04:41 PM, +0000 UTC
47	119	TN	Maury County	10.4	70,225	0743.jpg	Bad	One flown to Vanderbilt in critical condition after Maury Co. crash	-0.4240	WSMV 4	02/24/2024, 08:00 AM, +0000 UTC
51	570	VA	Colonial Heights city	10.4	68,456	0744.jpg	Bad	Guns, drugs seized at residence in Colonial Heights; man arrested	-0.0860	Progress Index	12/29/2023, 08:00 AM, +0000 UTC
16	000	ID	Idaho	10.5	72,634	0748.jpg	Bad	Dispatch call of Utah basketball team's racial harassment in Coeur d'Alene: 'They are afraid, and I'm not being dramatic'	-0.8240	The Spokesman Review	03/29/2024, 05:00 AM, +0000 UTC
16	027	ID	Canyon County	10.5	70,594	0749.jpg	Bad	Nampa man killed by police identified. He lunged at citizen with knife, not at officer	-0.4330	Idaho Statesman	08/17/2023, 07:00 AM, +0000 UTC
19	071	IA	Fremont County	10.5	69,018	0750.jpg	Bad	Pickup/Pedestrian Accident Claims the Life of a Fremont County Man	-0.4790	KSOM	01/26/2024, 08:00 AM, +0000 UTC
29	189	MO	St. Louis County	10.5	79,609	0751.jpg	Bad	A girl is in critical condition after a fight caught on video shows another girl slamming her head to the ground repeatedly	-0.7830	CNN	03/14/2024, 07:00 AM, +0000 UTC
36	051	NY	Livingston County	10.5	75,077	0754.jpg	Bad	New York State Man Allegedly Stole Car, Drove It, And Allegedly Stole Another One	-0.7030	wpdh.com	12/12/2023, 08:00 AM, +0000 UTC
37	169	NC	Stokes County	10.5	56,259	0757.jpg	Bad	Residents evacuated as wildfire grows in Stokes County	-0.6200	Spectrum News	11/20/2023, 08:00 AM, +0000 UTC
48	493	TX	Wilson County	10.5	79,432	0759.jpg	Bad	Wilson County deputy's killer sentenced to life dies in prison	-0.5260	KSAT San Antonio	08/18/2023, 07:00 AM, +0000 UTC
49	027	UT	Millard County	10.5	67,318	0760.jpg	Bad	Dismembered, Headless Body of College Student Found Buried Along a Utah Highway	-0.7440	Oxygen	08/19/2023, 07:00 AM, +0000 UTC
51	165	VA	Rockingham County	10.5	72,921	0762.jpg	Bad	One person injured in Monday shooting in Rockingham County	-0.5370	WHSV	02/20/2024, 08:00 AM, +0000 UTC
55	047	WI	Green Lake County	10.5	66,070	0764.jpg	Bad	Teen killed in Green Lake County crash, three other juveniles injured	-0.4830	Fox11online.com	10/09/2023, 07:00 AM, +0000 UTC
06	057	CA	Nevada County	10.6	80,069	0766.jpg	Bad	Hurricane Hilary speeds toward California with "catastrophic" flooding	-0.8460	Axios	08/19/2023, 07:00 AM, +0000 UTC
16	069	ID	Nez Perce County	10.6	65,558	0768.jpg	Bad	Escaped Idaho inmate, alleged accomplice now linked to 2 homicides in North Idaho	-0.5650	KREM.com	03/21/2024, 07:00 AM, +0000 UTC
19	061	IA	Dubuque County	10.6	73,492	0771.jpg	Bad	One killed and several severely injured after Dubuque County crash	-0.5470	KGAN TV	08/14/2023, 07:00 AM, +0000 UTC
20	043	KS	Doniphan County	10.6	64,608	0773.jpg	Bad	At least one injured in car-train crash Wednesday afternoon in city of Elwood in Doniphan County	-0.3280	WIBW	02/22/2024, 08:00 AM, +0000 UTC
20	127	KS	Morris County	10.6	60,741	0775.jpg	Bad	Not just murder and mayhem - NJ gangs are branching out	-0.9260	New Jersey 101.5 FM	05/19/2023, 07:00 AM, +0000 UTC
25	027	MA	Worcester County	10.6	86,078	0777.jpg	Bad	Armed and dangerous suspect in deadly Worcester double shooting still on the loose		NBC Boston	
27	029	MN	Clearwater County	10.6	64,716	0778.jpg	Bad	Auto parts shop in Clearwater Township damaged by fire	-0.2960	KSTP	05/09/2023, 07:00 AM, +0000 UTC
27	035	MN	Crow Wing County	10.6	67,373	0779.jpg	Bad	How Minnesota's child protection system exposes kids to more abuse, neglect	-0.9190	Star Tribune	11/03/2023, 07:00 AM, +0000 UTC
27	131	MN	Rice County	10.6	77,962	0780.jpg	Bad	Dirty Water and Dead Rice: The Cost of the Clean Energy Transition in Rural Minnesota	-0.8970	InsideClimate News	11/21/2023, 08:00 AM, +0000 UTC
29	027	MO	Callaway County	10.6	72,398	0781.jpg	Bad	Suspect charged in fatal shooting at Columbia gas station	-0.5370	KOMU 8	02/02/2024, 08:00 AM, +0000 UTC
31	053	NE	Dodge County	10.6	68,267	0782.jpg	Bad	Nebraska State Patrol trooper, another driver injured in crash	-0.4370	KMTV 3 News Now Omaha	08/01/2023, 07:00 AM, +0000 UTC
34	021	NJ	Mercer County	10.6	94,832	0784.jpg	Bad	NJ cop shot responding to domestic violence call	-0.4040	New York Post 	03/09/2024, 08:00 AM, +0000 UTC
39	005	OH	Ashland County	10.6	62,037	0786.jpg	Bad	You have put lives in danger:' Ashland County Sheriff's Sgt. demoted, charged with negligence	-0.8330	Knox Pages	05/31/2023, 07:00 AM, +0000 UTC
42	095	PA	Northampton County	10.6	75,468	0788.jpg	Bad	Man killed, woman hurt in attempted homicide-suicide in Northampton, police say	-0.3880	lehighvalleylive.com	10/02/2023, 07:00 AM, +0000 UTC
45	057	SC	Lancaster County	10.6	70,113	0789.jpg	Bad	SC man charged with killing 65-year-old woman in her rural Lancaster County home	-0.6380	Rock Hill Herald	03/13/2024, 07:00 AM, +0000 UTC
51	000	VA	Virginia	10.6	85,838	0791.jpg	Bad	Virginia Is The Worst Team We've Ever Seen Selected For The NCAA Tournament	-0.8920	Barstool Sports	03/19/2024, 07:00 AM, +0000 UTC
55	071	WI	Manitowoc County	10.6	62,910	0792.jpg	Bad	Green Bay resident killed in crash in Manitowoc County; third fatal crash in four days	-0.6280	Fox11online.com	12/28/2023, 08:00 AM, +0000 UTC
06	011	CA	Colusa County	10.7	72,963	0793.jpg	Bad	8-year-old overdoses on fentanyl at Redding school, parents arrested for child neglect	-0.7120	Action News Now	10/04/2023, 07:00 AM, +0000 UTC
06	073	CA	San Diego County	10.7	98,365	0794.jpg	Bad	Border Wall Falls Causing Traumatic Injuries - Migrants	-0.8180	Newsweek	03/19/2024, 07:00 AM, +0000 UTC
08	077	CO	Mesa County	10.7	69,578	0795.jpg	Bad	Child molester serving 204-year sentence loses third appeal	-0.5870	Mesa County Public Health	07/23/2023, 07:00 AM, +0000 UTC
13	153	GA	Houston County	10.7	71,237	0796.jpg	Bad	Drug overdoses, human waste in the yard. Houston County judge rules home a ‘public nuisance.’	-0.4820	Macon Telegraph	03/08/2024, 08:00 AM, +0000 UTC
16	019	ID	Bonneville County	10.7	74,505	0798.jpg	Bad	Hit-and-run victim hospitalized with life-threatening injuries, suspect sought	-0.5580	Idaho County Free Press	02/07/2024, 08:00 AM, +0000 UTC
19	035	IA	Cherokee County	10.7	65,985	0801.jpg	Bad	North Carolina mother charged with murder of twin 4-year-old sons	-0.6380	KGAN TV	03/04/2024, 08:00 AM, +0000 UTC
19	083	IA	Hardin County	10.7	59,622	0802.jpg	Bad	Time Machine: Did 2 Iowa brothers spend almost 30 years in prison for a murder they didn't commit?	-0.6490	The Gazette	07/19/2022, 11:03 AM, +0000 UTC
22	103	LA	St. Tammany Parish	10.7	78,629	0804.jpg	Bad	Homeowners Allege Racial Bias From La. Property Assoc.	-0.3860	Law360	01/30/2024, 08:00 AM, +0000 UTC
27	043	MN	Faribault County	10.7	67,302	0806.jpg	Bad	Charges: Man held woman captive, raped, stabbed, and beat her	-0.8190	Bring Me The News	04/16/2019, 07:00 AM, +0000 UTC
32	011	NV	Eureka County	10.7	80,291	0812.jpg	Bad	Mining fatality in Eureka County	-0.7630	Elko Daily Free Press	09/18/2023, 07:00 AM, +0000 UTC
